,Name,Address,States,Latitude,Longitude,Type,Rating,Number of Reviews,Comments,Contact Number,Trip_advisor Url,Menu,Price_Range
67,5.Ate Cafe,"403 E Louetta Rd, Spring, TX 77373-3248",TX,30.0697047,-95.4290185,Pizza,5,42,Great handburgers with home made bun. Loved it. Duaghter took me for Fathers Day. Ranked one of the best burers in state and it did not disappoint. Get to watch rock climbers while you eat a burger and fries!!!,+1 281-516-5283,https://www.tripadvisor.com//Restaurant_Review-g56701-d7206752-Reviews-5_Ate_Cafe-Spring_Texas.html,https://www.5atecafe.com/menu,$
68,La Cocina De Roberto,"3126 Sawdust Rd, Spring, TX 77380-2602",TX,30.1330711,-95.4879747,Mexican,5,41,"Had a craving for some good Nachos and found this cafe in a small strip mall with a gas station.
It didn’t disappoint, the flavors were great, portion enough for two, and the owner very graciously performing the duties of the host.
It was Saturday...More",+1 832-299-6706,https://www.tripadvisor.com//Restaurant_Review-g56701-d12242547-Reviews-La_Cocina_De_Roberto-Spring_Texas.html,http://lacocinaderoberto.net/menu/,$
69,Tabernilla,"7124 Bob Bullock Loop, Laredo, TX 78041-2080",TX,27.5603522,-99.4450005,Spanish,5,39,"Unique tapas menu - NOT a Mexican restaurant! My waiter made excellent recommendations and of course, the small portions or “tapas”, made it ideal to try several. 

Everything I ordered was de-lish!

Classy, relaxing ambiance.",+1 956-523-0989,https://www.tripadvisor.com//Restaurant_Review-g56137-d9996191-Reviews-Tabernilla-Laredo_Texas.html,http://www.tabernillalaredo.com#menu,$$ - $$$
70,Frisco Diner,"9250 Dallas Pkwy, Frisco, TX 75033-4262",TX,33.1545347,-96.8394603,Diner,5,23,Great food. Like an old town diner but in a brand new storefront. I had a great omelette and she had a delicious waffle.,+1 214-618-0652,https://www.tripadvisor.com//Restaurant_Review-g55870-d12788029-Reviews-Frisco_Diner-Frisco_Texas.html,Check The Website for a Menu,$$ - $$$
71,King's Blu Jam Cafe,"4711 Louetta Rd, Spring, TX 77388-4351",TX,30.0413382,-95.4858508,Cafe,5,16,Had a family member tell about this place. They were impressed and so were we. Almost didn't get in because of limited hours. (Tues-Fri 7am-2:30 and Sat-Sun 7am-3:00 pm.) Not a large place. 10 or so tables and about 7 booths. Bar sits about 6....More,+1 713-389-5555,https://www.tripadvisor.com//Restaurant_Review-g56701-d15125070-Reviews-King_s_Blu_Jam_Cafe-Spring_Texas.html,https://img1.wsimg.com/blobby/go/7d01b5de-2694-4b3f-a9f3-325d6b112d31/downloads/1cvmr3b83_311130.jpg,$$ - $$$
72,Boudro's,"421 E Commerce St, San Antonio, TX 78205-2814",TX,29.4240793,-98.488341,American,4.5,"4,620","Had been here roughly 10 years ago on vacation and it was top notch. Visited again recently and it seems the place has slipped in quality. There was an issue at our table and the server addressed it to the best of their ability. However,...More",+1 210-224-8484,https://www.tripadvisor.com//Restaurant_Review-g60956-d437240-Reviews-Boudro_s-San_Antonio_Texas.html,Check The Website for a Menu,$$ - $$$
73,Taste of Texas Restaurant,"10505 Katy Fwy, Houston, TX 77024-1001",TX,29.7828358,-95.5568879,American,4.5,"3,807",Enjoyed a great dinnEnjoyed a great dinner at this restaurant. I had a steak and it was really good. The service is awesome too! er at this restaurant. I had a steak and my friend had a sa,+1 713-932-6901,https://www.tripadvisor.com//Restaurant_Review-g56003-d484555-Reviews-Taste_of_Texas_Restaurant-Houston_Texas.html,Check The Website for a Menu,$$$$
74,Moonshine Patio Bar & Grill,"303 Red River St, Austin, TX 78701-4130",TX,30.2640747,-97.7379399,American,4.5,"2,987",Dinner on the heated patio was AMAZING! The menu selection offered something for every taste bud at our table.. serving sizes were perfect (OK the mac&cheese was large enough we needed a doggie bag) and very nicely prepared. Drinks were creative and very tasty as...More,+1 512-236-9599,https://www.tripadvisor.com//Restaurant_Review-g30196-d469589-Reviews-Moonshine_Patio_Bar_Grill-Austin_Texas.html,https://moonshinegrill.com/wp-content/uploads/2019/03/Moonshine-Menu-Fall-2018.pdf,$$ - $$$
75,Eddie V's Prime Seafood,"301 E 5th St, Austin, TX 78701-3615",TX,30.2662563,-97.7406372,American,4.5,"2,282",Our hotel had called and made our reservation for us. We were celebrating our anniversary and we were given a table out of traffic and were surprised with rose petals on table. Our server Aaron was excellent. He did not rush us and gave us...More,+1 512-472-1860,https://www.tripadvisor.com//Restaurant_Review-g30196-d469572-Reviews-Eddie_V_s_Prime_Seafood-Austin_Texas.html,Check The Website for a Menu,$$$$
76,Pappas Bros. Steakhouse,"5839 Westheimer Rd, Houston, TX 77057",TX,29.7372677,-95.4816353,American,4.5,"2,204","I took two international clients to a celebration dinner. Our reservation was for 7:30, we weren't seated until AFTER 9:00 pm. Our ""dinner / midnight snack"" didn't arrive until nearly 10 !!!
Who eats steak that late ?
A total waste of my time and...More",+1 713-780-7352,https://www.tripadvisor.com//Restaurant_Review-g56003-d484925-Reviews-Pappas_Bros_Steakhouse-Houston_Texas.html,Check The Website for a Menu,$$$$
77,Peli Peli,"110 Vintage Park Blvd, Houston, TX 77070-4047",TX,29.9944801,-95.5718195,International,4.5,"1,922",We come to this area often for business but had never tried this restaurant. Never having tried South African food we decided to give it a shot. We were all amazed. We tried the sampler as well as several different dishes to get an array...More,+1 281-257-9500,https://www.tripadvisor.com//Restaurant_Review-g56003-d1497038-Reviews-Peli_Peli-Houston_Texas.html,https://docs.wixstatic.com/ugd/93fbbb_b84fce146379428983c78d4c3b533654.pdf?index=true,$$$$
78,Home Slice Pizza,"1415 S Congress Ave, Austin, TX 78704-2434",TX,30.2492157,-97.7495005,Italian,4.5,"1,843",Took a break from BBQ and tacos at Homeslice. We were really pleasantly surprised at the quality of the pizza! Wonderful all around experience,+1 512-444-7437,https://www.tripadvisor.com//Restaurant_Review-g30196-d781751-Reviews-Home_Slice_Pizza-Austin_Texas.html,Check The Website for a Menu,$
79,Bohanan's Prime Steak and Seafood,"219 E Houston St, San Antonio, TX 78205-1854",TX,29.4266816,-98.4903842,American,4.5,"1,732",We enjoyed this entire experience from start to finish! The service was amazing by Rich (and Garrettt)! Rich selected the perfect cocktails 🍸 for us! The Texas heirloom salad & shrimp 🍤 were amazing! My husband had the tortilla soup 🥣 along with steak &...More,+1 210-472-2600,https://www.tripadvisor.com//Restaurant_Review-g60956-d437290-Reviews-Bohanan_s_Prime_Steak_and_Seafood-San_Antonio_Texas.html,Check The Website for a Menu,$$$$
80,Franklin Barbecue,"900 E 11th St, Austin, TX 78702-1905",TX,30.2701348,-97.7312949,American,4.5,"1,657","I was in Austin for a business meeting with 8 other co-workers. Someone found a website to pre-order Franklin BBQ, which we did 6 weeks prior to our trip.
Every other BBQ I've had was a pretender, a sham, a fake. Franklin is the real...More",+1 512-653-1187,https://www.tripadvisor.com//Restaurant_Review-g30196-d1899234-Reviews-Franklin_Barbecue-Austin_Texas.html,Check The Website for a Menu,$$ - $$$
81,Olive Branch Cafe,"2501 E D St, Tacoma, WA 98421-1338",WA,47.239564,-122.428391,American,5,191,Had a lunchtime tea party here with my wife. Lots of yummy sweets and a nice variety of teas in the tea closet. Would return. Ambiance was opulent and comfortable.,+1 253-330-6511,https://www.tripadvisor.com//Restaurant_Review-g58775-d4815267-Reviews-Olive_Branch_Cafe-Tacoma_Washington.html,Check The Website for a Menu,$$ - $$$
82,Bistro San Martin,"231 N Olympic Ave, Arlington, WA 98223-1336",WA,48.1946073,-122.1261051,American,5,185,"We were given a gift certificate to this restaurant as a Christmas gift. We went out to their web site to get a little more information but it didn't have a lot of information there other that the menu items. Last night, we decided to...More",+1 360-474-9229,https://www.tripadvisor.com//Restaurant_Review-g30272-d1072949-Reviews-Bistro_San_Martin-Arlington_Washington.html,Check The Website for a Menu,$$$$
83,Orchard Kitchen,"5574 Bayview Rd, Langley, Whidbey Island, WA 98260-9761",WA,48.0088333,-122.4618949,American,5,119,"Best dinner we have had in a long time. We had a great time. Food was top notch. We had the wine pairing, which was spot-on and generous. We had a lovely time chatting with our table mates, and the 3 hours passed quickly. It...More",+1 360-321-1517,https://www.tripadvisor.com//Restaurant_Review-g58557-d8464188-Reviews-Orchard_Kitchen-Langley_Whidbey_Island_Washington.html,Check The Website for a Menu,$$$$
84,Bistango Martini Lounge,"108 N Post St, Spokane, WA 99201-0907",WA,47.6582884,-117.4232409,Bar,5,111,Celebrated recovery of lost luggage. Followed TA reviews to this martini bar early evening. Friendly staff but short handed. Atmosphere convivial but austere. Burgers ok but condiments limited.More,+1 509-624-8464,https://www.tripadvisor.com//Restaurant_Review-g58759-d2320863-Reviews-Bistango_Martini_Lounge-Spokane_Washington.html,Check The Website for a Menu,$$ - $$$
85,Thai Kitchen,"621 S Pines Rd, Spokane Valley, WA 99206-5449",WA,47.6508911,-117.2394722,Thai,5,60,Stopped here because we were int he valley and hungry. So glad we did. The curry is amazing. The food is amazing and unlike most Thai restaurants it did not take a hour to get our food so that made it even better. Enjoy!!!,+1 509-926-8161,https://www.tripadvisor.com//Restaurant_Review-g1784998-d1507136-Reviews-Thai_Kitchen-Spokane_Valley_Washington.html,Check The Website for a Menu,$$ - $$$
86,Citron European Bistro,"10716 A St S, Tacoma, WA 98444-6003",WA,47.1595252,-122.4320579,French,5,58,I hate to tell anyone about this great place for fear I will no longer be able to get a last mnute table! Authentic wiener schnitzel and other french dishes. It's a husband and wife team. The husband cooks some amazing dishes. Good wine to...More,+1 253-212-1153,https://www.tripadvisor.com//Restaurant_Review-g58775-d10307466-Reviews-Citron_European_Bistro-Tacoma_Washington.html,Check The Website for a Menu,$$ - $$$
87,Hanabi Sushi Restaurant,"31260 Pacific Hwy S Ste 12, Federal Way, WA 98003-5448",WA,47.3208109,-122.3118252,Japanese,5,21,"We came here on a recommendation and the fact that I was craving sushi. All I can say is that the food was spectacular and the service even better. 

The folks that work here are so amazing...they bring extra stuff that is just as amazing...More",+1 253-941-0797,https://www.tripadvisor.com//Restaurant_Review-g58471-d901938-Reviews-Hanabi_Sushi_Restaurant-Federal_Way_Washington.html,http://www.hanabi-sushi.com/menus/index.html,$$ - $$$
88,Big Island Poke,"235 Rainier Ave S, Renton, WA 98057-2002",WA,47.481395,-122.2177302,Asian,5,19,"While traveling on business I was craving poke and this place had solid reviews. Fish was fresh and the flavors blended well...without the extra sauces that some poke places overdo. Fast, fresh, and very filling. Plus, they offer solo beer and other drinks if you...More",+1 425-291-7094,https://www.tripadvisor.com//Restaurant_Review-g58704-d10262959-Reviews-Big_Island_Poke-Renton_Washington.html,Check The Website for a Menu,$
89,Maza Grill,"21000 108th Ave SE, Kent, WA 98031-2199",WA,47.414137,-122.195638,Middle Eastern,5,17,"I went to Maza with a friend and we were both so impressed with the food and the service. This is not a fancy place but it is very comfortable and the food was amazing, we had the Tika Masala and the Lebanese chicken, both...More",+1 253-277-2566,https://www.tripadvisor.com//Restaurant_Review-g58537-d4523308-Reviews-Maza_Grill-Kent_Washington.html,http://mazagrill.co/menu/,$$ - $$$
90,Spark Pizza,"8110 164th Ave NE, Redmond, WA 98052-3816",WA,47.6756879,-122.1213025,Pizza,5,12,"Being from the East coast, and close to some of the best pizza on the planet, it's often hard to find good pizza on the road. Spark has made that possible. Some of the best pizza I have ever had and their gluten free crust...More",+1 425-898-4021,https://www.tripadvisor.com//Restaurant_Review-g58702-d17390958-Reviews-Spark_Pizza-Redmond_Washington.html,Check The Website for a Menu,$$ - $$$
91,The Pink Door,"1919 Post Aly, Seattle, WA 98101-1014",WA,47.6103652,-122.3425604,Italian,4.5,2750,Must go place if you are in the area. It’s in the post ally so it’s a little hard to find. But it’s definitely worth the visit. Wonderful food and great ambience for date with your significant other and great show too. No photo or...More,+1 206-443-3241,https://www.tripadvisor.com//Restaurant_Review-g60878-d463486-Reviews-The_Pink_Door-Seattle_Washington.html,Check The Website for a Menu,$$ - $$$
92,Toulouse Petit Kitchen & Lounge,"601 Queen Anne Ave N, Seattle, WA 98109-4013",WA,47.6247576,-122.3569894,American,4.5,1578,I loved everything about this restaurant. Like walking into a magical grotto. Worth coming to USA for!! Our dishes were all delicious (Catalan prawns yum!) but the Cauliflower Leeks and Asparagus Vicyssoise is one of the best things I have ever eaten. My signature cocktail...More,+1 206-432-9069,https://www.tripadvisor.com//Restaurant_Review-g60878-d1635070-Reviews-Toulouse_Petit_Kitchen_Lounge-Seattle_Washington.html,Check The Website for a Menu,$$ - $$$
93,Frank's Diner,"1516 W 2nd Ave, Spokane, WA 99201-7020",WA,47.6547429,-117.4344999,American,4.5,1541,"I love Frank’s. I often take local visitors for breakfast. Their meals are only overshadowed by theirs service. Gage, a server on 2nd Avenue, is a server who sets the standard for server excellence,",+1 509-747-8798,https://www.tripadvisor.com//Restaurant_Review-g58759-d413499-Reviews-Frank_s_Diner-Spokane_Washington.html,Check The Website for a Menu,$$ - $$$
94,Beaches Restaurant & Bar,"1919 SE Columbia River Dr, Vancouver, WA 98661-8028",WA,45.6148087,-122.6520268,American,4.5,1274,"We had an amazing dining experience at Beaches! The host staff worked very hard to accommodate a larger group...even with people arriving at slightly different times. Our waitress, Monica, was a ROCK STAR. Friendly, knowledgeable, AND efficient. The perfect trifecta for a waitress. We were...More",+1 360-699-1592,https://www.tripadvisor.com//Restaurant_Review-g60820-d490501-Reviews-Beaches_Restaurant_Bar-Vancouver_Washington.html,Check The Website for a Menu,$$ - $$$
95,Din Tai Fung,"700 Bellevue Way NE, Bellevue, WA 98004-5046",WA,47.6172049,-122.2013418,Chinese,4.5,1198,"Din Tai Fung has always been inconstantly great. The dumplings, noodles, and rice dishes are sublime and the service is fast and friendly. While everything is great and fresh ]make sure you do not forget your vegetables as the greens here are a work of...More",+1 425-698-1095,https://www.tripadvisor.com//Restaurant_Review-g58349-d1948185-Reviews-Din_Tai_Fung-Bellevue_Washington.html,Check The Website for a Menu,$$ - $$$
96,Six Seven Restaurant,"2411 Alaskan Way, Seattle, WA 98121-1313",WA,47.6123594,-122.3522368,Seafood,4.5,1123,"We met our daughter and her boyfriend for brunch here. Reserved a window seat and had a beautiful view of the water on a rare sunny day ! 
Service was great and so was the food!",+1 206-269-4575,https://www.tripadvisor.com//Restaurant_Review-g60878-d433088-Reviews-Six_Seven_Restaurant-Seattle_Washington.html,https://www.edgewaterhotel.com/seattle-six-seven-restaurant.aspx,$$$$
97,Clinkerdagger,"West 621 Mallon Street, Spokane, WA 99201-2154",WA,47.6649723,-117.4219767,American,4.5,1100,We reserved a table for Valentine's Day dinner. Hard to find spot so we were 20 minutes late. That was no problem for staff abd we were seated immediately. I ordered filet mignon. Wife ordered Maine lobster tail(s). I also had lobster bisque...as did wife....More,+1 509-328-5965,https://www.tripadvisor.com//Restaurant_Review-g58759-d413253-Reviews-Clinkerdagger-Spokane_Washington.html,Check The Website for a Menu,$$$$
98,Shuckers Oyster Bar,"411 University St, Seattle, WA 98101-2507",WA,47.6079957,-122.3338074,American,4.5,973,we stayed at the fairmont so used this one night just at the bar. Brent the bartender was personable and made his own special drinks you don't get elsewhere (from reading speakeasy recipes). We had dinner a second night and it was pretty good fair...More,+1 206-621-1700,https://www.tripadvisor.com//Restaurant_Review-g60878-d432669-Reviews-Shuckers_Oyster_Bar-Seattle_Washington.html,Check The Website for a Menu,$$ - $$$
99,Bacco Cafe,"86 Pine St, Seattle, WA 98101-1531",WA,47.6097561,-122.3415071,American,4.5,972,Very popular breakfast spot where you’ll probably have to wait in line for a table. Great coffee and espresso along with a partial bar serving mimosas etc. we enjoyed the Bacco breakfast and breakfast burrito plus 2 coffees. Tab without tax or gratuity came to...More,+1 206-355-8887,https://www.tripadvisor.com//Restaurant_Review-g60878-d432704-Reviews-Bacco_Cafe-Seattle_Washington.html,Check The Website for a Menu,$$ - $$$
100,Wild Sage American Bistro,"916 W 2nd Ave, Spokane, WA 99201-4502",WA,47.6548152,-117.4257076,American,4.5,972,"A super nice restaurant for special occasions, this is one of our top favorites in the greater Spokane area. The specials included Flank Steak which had a scrumptious marinade and rested on a bed of Yukon potatoes and dressed arugula. Unbelievable taste!! The Wild Sage...More",+1 509-456-7575,https://www.tripadvisor.com//Restaurant_Review-g58759-d827170-Reviews-Wild_Sage_American_Bistro-Spokane_Washington.html,Check The Website for a Menu,$$$$
